comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,percepcion_seguridad
Galicia,30,mujer,nivel_bajo,no,no,no,no,2.8165,primero_secundaria,soltero/a,113.6599,24624.4033,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.544151205379454
Galicia,51,mujer,nivel_bajo,si,no,no,no,3.7443,primero_secundaria,casado/a,165.7498,16856.7692,satisfecho/a,satisfecho/a,neutral,neutral,8.067279339261756
Galicia,77,mujer,nivel_bajo,no_puede,no,no,si,7.7947,segundo_secundaria_general,casado/a,128.0611,20804.4643,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.972407902655561
Galicia,78,hombre,nivel_bajo,no,si,si,si,4.1442,primaria,casado/a,223.0134,31419.2321,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.283609341567663
Galicia,56,hombre,nivel_moderado,si,no,si,no,2.7237,educacion_superior,soltero/a,109.7138,16192.1379,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.271415122169035
Galicia,53,hombre,nivel_moderado,no,no,no,no,4.0487,primaria,casado/a,170.4627,26756.6042,neutral,neutral,satisfecho/a,satisfecho/a,8.017227306661923
Galicia,23,hombre,nivel_bajo,no,si,no,no,9.9153,segundo_secundaria_general,casado/a,111.7045,21799.8425,satisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,6.946612216791392
Galicia,49,hombre,nivel_moderado,no,no,si,no,5.0803,segundo_secundaria_general,soltero/a,129.6634,34424.8617,neutral,satisfecho/a,neutral,muy_satisfecho/a,8.152646767031818
Galicia,13,hombre,nivel_moderado,no,no,si,si,3.0195,primero_secundaria,soltero/a,0.0,0.0,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.653775009693852
Galicia,88,mujer,nivel_bajo,si,no,si,no_puede,7.094,educacion_superior,casado/a,127.7584,25211.7518,satisfecho/a,muy_satisfecho/a,insatisfecho/a,satisfecho/a,7.459346535358523
Galicia,74,mujer,nivel_moderado,no,si,no,no,3.1091,segundo_secundaria_general,casado/a,183.865,24648.6075,muy_satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,7.712320494396627
Galicia,78,mujer,nivel_bajo,si,no_puede,no,no,7.3903,primero_secundaria,soltero/a,186.1132,22477.4124,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.920868321784685
Galicia,58,mujer,nivel_bajo,no,si,si,no,4.9981,primaria,casado/a,189.5003,22954.5588,satisfecho/a,satisfecho/a,neutral,satisfecho/a,6.99569710966559
Galicia,52,mujer,nivel_bajo,si,no_puede,no_puede,no,4.2389,educacion_superior,soltero/a,129.7927,22991.6451,satisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,8.545330845732291
Galicia,41,mujer,nivel_bajo,si,no,no,si,6.2989,segundo_secundaria_profesional_,casado/a,95.1863,21475.6948,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.283947623675575
Galicia,20,hombre,nivel_bajo,no,si,no_puede,no,1.9357,primero_secundaria,soltero/a,187.926,19363.8557,muy_insatisfecho/a,satisfecho/a,neutral,satisfecho/a,7.812728249194636
Galicia,84,mujer,nivel_bajo,si,no,no,no,6.3179,segundo_secundaria_general,viudo/a,123.934,27041.0282,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.13271787812846
Galicia,60,mujer,nivel_bajo,no,si,si,si,4.7366,educacion_superior,soltero/a,145.0744,26303.8509,neutral,satisfecho/a,neutral,satisfecho/a,8.258081003974914
Galicia,25,hombre,nivel_moderado,si,no,si,no,8.124,segundo_secundaria_general,soltero/a,119.5561,19529.0102,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.352544886163969
Galicia,59,mujer,nivel_moderado,si,no,si,no,8.711,educacion_superior,soltero/a,139.0464,35044.4108,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.994767509833108
Galicia,70,mujer,nivel_bajo,no,no,no,no,2.3391,segundo_secundaria_profesional_,soltero/a,169.7108,17738.9534,insatisfecho/a,satisfecho/a,satisfecho/a,insatisfecho/a,9.237016367659901
Galicia,82,mujer,nivel_bajo,no,no,si,no,4.1306,educacion_superior,soltero/a,64.1713,26248.346,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.8892194604553065
Galicia,55,hombre,nivel_bajo,si,si,no,no,2.5472,primero_secundaria,casado/a,161.9708,22685.3538,neutral,muy_satisfecho/a,insatisfecho/a,muy_satisfecho/a,7.548484832978856
Galicia,80,mujer,nivel_bajo,no,no,no,no,2.4666,primaria,soltero/a,97.2806,23917.2309,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.958526760791596
Galicia,76,hombre,nivel_bajo,no,no,no,no,3.8588,segundo_secundaria_general,casado/a,154.8338,30662.6577,satisfecho/a,neutral,neutral,insatisfecho/a,8.206063605624074
Galicia,23,mujer,nivel_moderado,no,no,si,no,1.2693,primero_secundaria,soltero/a,166.2382,34311.9671,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,8.30228280588604
Galicia,50,hombre,nivel_moderado,no,no,no,no,5.1247,educacion_superior,soltero/a,94.7597,19910.868,muy_satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.071149080962382
Galicia,41,hombre,nivel_bajo,no,no_puede,no,no,5.346,primero_secundaria,soltero/a,127.8695,26951.8815,neutral,satisfecho/a,muy_satisfecho/a,satisfecho/a,8.198314110623484
Galicia,20,mujer,nivel_bajo,si,no,no,si,3.4846,educacion_superior,soltero/a,172.2656,22783.8849,neutral,neutral,satisfecho/a,satisfecho/a,8.191035085217843
Galicia,44,hombre,nivel_moderado,si,no,si,si,3.142,segundo_secundaria_profesional_,casado/a,98.5002,15989.4226,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.435685964267462
Galicia,38,mujer,nivel_moderado,no,no,no_puede,no,2.6156,educacion_superior,casado/a,153.1262,21839.2918,neutral,muy_satisfecho/a,satisfecho/a,neutral,7.975218983335111
Galicia,37,hombre,nivel_bajo,no_puede,no,si,si,5.3171,educacion_superior,casado/a,169.989,21555.9444,satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,7.832436387001781
Galicia,58,hombre,nivel_bajo,no,no,si,si,6.7677,segundo_secundaria_general,soltero/a,64.5923,10131.3561,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.447639051321605
Galicia,18,mujer,nivel_alto,no,no_puede,no,no,0.0,educacion_superior,casado/a,70.8672,14359.2432,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.017873853669676
Galicia,72,mujer,nivel_bajo,no,no_puede,no,no,5.3296,educacion_superior,soltero/a,136.633,29666.0875,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.622515402015383
Galicia,53,hombre,nivel_moderado,no_puede,no,si,no,5.5714,primaria,casado/a,130.1863,32904.7685,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.271798271009995
Galicia,60,mujer,nivel_moderado,si,no,no,si,2.9508,educacion_superior,viudo/a,135.5745,14726.9662,neutral,satisfecho/a,satisfecho/a,satisfecho/a,6.881361049966193
Galicia,62,hombre,nivel_bajo,no_puede,si,si,si,5.1145,primaria,viudo/a,134.7598,31340.7149,neutral,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.7497923036262595
Galicia,64,mujer,nivel_moderado,si,si,no,no,4.0025,educacion_superior,soltero/a,162.79,20252.418,insatisfecho/a,neutral,muy_satisfecho/a,satisfecho/a,7.886964003075004
Galicia,79,mujer,nivel_bajo,no,no,no,no,4.7019,educacion_superior,casado/a,146.8045,25172.5588,neutral,satisfecho/a,neutral,muy_satisfecho/a,7.835296859458889
Galicia,58,hombre,nivel_moderado,si,no,si,no,0.4875,educacion_superior,soltero/a,171.035,17146.8252,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.330764423810106
Galicia,43,mujer,nivel_moderado,no,no,si,no,4.8534,educacion_superior,soltero/a,213.5657,28418.0406,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.836275994898137
Galicia,41,hombre,nivel_moderado,si,no,si,no,3.9383,segundo_secundaria_profesional_,casado/a,140.8646,24255.8883,satisfecho/a,neutral,neutral,satisfecho/a,7.021539665851665
Galicia,12,hombre,nivel_bajo,no,no,no,no,3.1467,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,7.136293164448782
Galicia,66,hombre,nivel_moderado,si,no,no,si,1.1698,educacion_superior,casado/a,180.9678,14293.0101,neutral,satisfecho/a,insatisfecho/a,neutral,8.538715440856517
Galicia,61,mujer,nivel_moderado,si,no,no,no_puede,1.0281,educacion_superior,casado/a,177.6914,28227.7847,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.061970477107302
Galicia,21,hombre,nivel_bajo,no,no,no,no,6.6401,primero_secundaria,viudo/a,106.6946,36518.1472,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.514751724732929
Galicia,32,hombre,nivel_moderado,no,si,no,no_puede,3.2709,educacion_superior,casado/a,156.5121,32743.89,neutral,satisfecho/a,muy_satisfecho/a,neutral,8.733158383706073
Galicia,66,hombre,nivel_alto,si,no,si,no,5.2002,segundo_secundaria_general,soltero/a,137.0476,22929.2999,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.896550771341353
Galicia,18,mujer,nivel_moderado,si,no,si,no,0.0,educacion_superior,casado/a,207.8445,26719.6571,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.2391987440683465
Galicia,51,hombre,nivel_moderado,si,no_puede,no_puede,no,5.5579,educacion_superior,casado/a,162.4468,36913.6848,satisfecho/a,muy_insatisfecho/a,satisfecho/a,muy_satisfecho/a,7.466190767816132
Galicia,82,mujer,nivel_bajo,no,si,si,no,2.1022,estudios_primarios_incompletos,viudo/a,173.2937,17615.0073,neutral,neutral,insatisfecho/a,neutral,7.022183671709309
Galicia,87,hombre,nivel_bajo,no,si,si,no,6.8731,estudios_primarios_incompletos,casado/a,115.1148,13811.3553,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.625126670542443
Galicia,23,hombre,nivel_moderado,no,si,si,no_puede,1.3042,educacion_superior,casado/a,143.6436,17974.5018,neutral,satisfecho/a,muy_satisfecho/a,satisfecho/a,8.341221536350393
Galicia,86,hombre,nivel_bajo,no,no,no,no,2.3483,primero_secundaria,soltero/a,178.6129,16153.3894,satisfecho/a,muy_satisfecho/a,insatisfecho/a,muy_satisfecho/a,9.201388229409954
Galicia,73,mujer,nivel_bajo,no_puede,no,no,no,5.0813,educacion_superior,casado/a,113.9243,33850.6569,muy_insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.417443749340071
Galicia,62,mujer,nivel_moderado,no,no_puede,si,si,2.9937,educacion_superior,casado/a,113.8088,28240.5068,satisfecho/a,neutral,satisfecho/a,satisfecho/a,6.867541343965746
Galicia,59,hombre,nivel_moderado,no,no,no,no,5.1927,primero_secundaria,soltero/a,158.8926,18792.9928,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.521571010409477
Galicia,83,mujer,nivel_bajo,no,no,si,si,6.3403,primero_secundaria,casado/a,125.7665,18930.008,satisfecho/a,muy_insatisfecho/a,neutral,satisfecho/a,9.09422225226903
Galicia,81,hombre,nivel_bajo,no,si,no,no,1.8168,educacion_superior,casado/a,72.6323,15560.4195,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.869156747540491
Galicia,62,mujer,nivel_moderado,no,no,no,no_puede,3.0025,educacion_superior,soltero/a,183.0987,21220.2563,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,8.407073743867366
Galicia,33,hombre,nivel_moderado,no,no,si,no,3.6627,educacion_superior,viudo/a,215.6656,19150.5278,neutral,satisfecho/a,satisfecho/a,satisfecho/a,9.165842962569064
Galicia,64,hombre,nivel_moderado,no,no,no,si,3.4509,segundo_secundaria_general,soltero/a,179.1945,27949.8568,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.931555378585558
Galicia,46,hombre,nivel_moderado,si,no,si,no,4.6204,segundo_secundaria_profesional_,soltero/a,153.6211,42124.8573,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.181114557375245
Galicia,17,hombre,nivel_bajo,si,no,no,no,3.3815,segundo_secundaria_general,soltero/a,211.7186,29126.3498,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,7.695587509513627
Galicia,13,mujer,nivel_moderado,no,no_puede,si,si,3.305,primero_secundaria,soltero/a,0.0,0.0,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.214919296082268
Galicia,66,mujer,nivel_bajo,no_puede,no,no,si,5.9588,primero_secundaria,casado/a,164.9139,20637.2415,neutral,satisfecho/a,insatisfecho/a,neutral,7.019105802149971
Galicia,21,mujer,nivel_moderado,no,no,no,no,5.9433,segundo_secundaria_general,casado/a,107.9225,33810.8456,neutral,satisfecho/a,neutral,satisfecho/a,7.817122700150579
Galicia,32,mujer,nivel_bajo,no,no,no,no,3.0586,primero_secundaria,casado/a,169.3869,13156.5896,neutral,satisfecho/a,satisfecho/a,insatisfecho/a,7.866520828308821
Galicia,13,mujer,nivel_moderado,no,no,no,no,1.4995,primero_secundaria,soltero/a,0.0,0.0,muy_insatisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,7.198232704079835
Galicia,47,hombre,nivel_moderado,si,si,si,no,3.2245,primero_secundaria,casado/a,250.6582,23914.6788,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.940465381294046
Galicia,54,hombre,nivel_bajo,no,si,no,no,6.3303,primero_secundaria,casado/a,128.0879,21959.7604,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.068274246755724
Galicia,26,hombre,nivel_alto,no,no,no,no,5.5092,educacion_superior,soltero/a,138.7668,9360.3669,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.438769187923064
Galicia,47,hombre,nivel_moderado,si,no,no,si,7.0974,primaria,casado/a,150.0251,28072.8675,insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.504658596758176
Galicia,62,mujer,nivel_moderado,no,no,no,no,1.7095,primaria,viudo/a,137.7983,26204.8185,insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.885765222318808
Galicia,60,hombre,nivel_bajo,si,no,no,no_puede,2.9838,educacion_superior,casado/a,193.287,13430.4741,satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.611269446447812
Galicia,60,hombre,nivel_alto,no_puede,no,no,no,3.6338,primero_secundaria,casado/a,181.0994,22188.1635,neutral,satisfecho/a,satisfecho/a,insatisfecho/a,7.654489642474875
Galicia,83,hombre,nivel_bajo,no,si,si,no_puede,4.3911,educacion_superior,viudo/a,134.9952,39817.0765,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.226283302821308
Galicia,47,mujer,nivel_moderado,no,no,no,no,2.9363,primero_secundaria,casado/a,179.8499,24489.0603,satisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,7.389877068930771
Galicia,44,mujer,nivel_bajo,no,no,no,no,7.3041,segundo_secundaria_general,soltero/a,204.317,17939.7538,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.47127957364575
Galicia,45,hombre,nivel_bajo,no,no,no,no,4.3243,primero_secundaria,casado/a,196.0872,33826.2553,satisfecho/a,insatisfecho/a,satisfecho/a,muy_satisfecho/a,8.654021572305343
Galicia,40,hombre,nivel_moderado,si,no,no,si,4.4001,educacion_superior,viudo/a,157.7208,23363.5095,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,8.215225019517892
Galicia,49,mujer,nivel_alto,no,si,no,no,4.3183,segundo_secundaria_general,soltero/a,127.8622,12791.6565,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.647440971175516
Galicia,18,mujer,nivel_moderado,si,no,no,no,1.9771,primaria,casado/a,154.4377,21867.8935,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.966017746907388
Galicia,40,mujer,nivel_moderado,si,no,si,no,5.8278,educacion_superior,divorciado/a,162.9187,29866.8712,neutral,satisfecho/a,satisfecho/a,neutral,7.862767789950203
Galicia,27,mujer,nivel_moderado,si,no,no,no,6.0828,primero_secundaria,casado/a,117.143,27165.4259,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,9.17158129702759
Galicia,55,hombre,nivel_alto,no,si,no,si,0.0,primero_secundaria,casado/a,111.0927,27573.6529,neutral,muy_insatisfecho/a,satisfecho/a,satisfecho/a,7.641077543849862
Galicia,48,mujer,nivel_moderado,no,no_puede,si,no,2.4828,segundo_secundaria_profesional_,casado/a,161.4227,21254.7626,neutral,satisfecho/a,satisfecho/a,satisfecho/a,6.916350033413776
Galicia,64,mujer,nivel_bajo,si,no,no,no,2.1344,segundo_secundaria_general,casado/a,141.5238,19561.029,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,8.618768603061195
Galicia,46,mujer,nivel_bajo,no_puede,no_puede,no,si,4.9175,educacion_superior,soltero/a,144.5445,22947.322,neutral,muy_satisfecho/a,satisfecho/a,neutral,7.722942181782747
Galicia,61,mujer,nivel_bajo,no_puede,si,si,no,4.3951,educacion_superior,casado/a,109.2973,7716.1439,satisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,8.36622960957245
Galicia,48,mujer,nivel_bajo,si,no,no,no,2.1778,primaria,viudo/a,62.4772,26185.1112,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.757302513195079
Galicia,55,hombre,nivel_bajo,si,no,no,no_puede,2.7973,primero_secundaria,soltero/a,202.1801,33567.611,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,8.35530793935458
Galicia,41,mujer,nivel_moderado,si,no,no,no,5.5679,primaria,casado/a,185.1583,20090.764,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.18897551482543
Galicia,18,mujer,nivel_moderado,no,no,si,no,6.349,educacion_superior,soltero/a,151.08,26144.9391,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,satisfecho/a,7.417052715618237
Galicia,17,mujer,nivel_alto,no,si,no,si,2.645,segundo_secundaria_profesional_,soltero/a,141.1724,21102.6969,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.055967520190469
Galicia,71,hombre,nivel_bajo,no,no,si,no,3.8255,educacion_superior,viudo/a,216.9807,32304.5055,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.7481626565943404
Galicia,51,mujer,nivel_moderado,no,no_puede,no,no,2.5631,primaria,soltero/a,131.0962,25543.4809,neutral,satisfecho/a,neutral,muy_satisfecho/a,7.41309590718126
Galicia,64,mujer,nivel_bajo,no,si,si,no,2.7945,primaria,casado/a,75.3443,20712.5868,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.2209714761644825
Galicia,82,hombre,nivel_bajo,si,no,no_puede,no,0.6458,primero_secundaria,viudo/a,103.2261,26523.4856,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,7.375815407282228
Galicia,46,mujer,nivel_moderado,no,no,no,no,2.0322,primaria,viudo/a,120.3674,18271.0789,insatisfecho/a,satisfecho/a,satisfecho/a,muy_insatisfecho/a,7.6976069673265215
Galicia,56,mujer,nivel_bajo,si,no,si,no,5.9238,primaria,casado/a,175.2842,25066.1729,satisfecho/a,neutral,insatisfecho/a,satisfecho/a,6.742842628280595
Galicia,85,hombre,nivel_bajo,si,no,si,no,0.0,primero_secundaria,casado/a,178.7369,27572.2273,insatisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,7.514857258900229
Galicia,82,hombre,nivel_bajo,si,no,no,no,0.0,primero_secundaria,soltero/a,158.4415,36542.6642,satisfecho/a,muy_satisfecho/a,neutral,neutral,6.517195723414855
Galicia,40,mujer,nivel_moderado,no,no,no_puede,no,1.6544,educacion_superior,soltero/a,137.1807,17911.1609,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.102567183710997
Galicia,28,hombre,nivel_moderado,no,si,no,si,3.0628,primero_secundaria,soltero/a,182.6839,26085.2299,neutral,satisfecho/a,satisfecho/a,neutral,7.623459743163279
Galicia,33,hombre,nivel_moderado,si,no,no,no,6.603,primero_secundaria,soltero/a,173.6322,22535.8227,neutral,satisfecho/a,neutral,satisfecho/a,8.607933395113815
Galicia,41,mujer,nivel_moderado,si,si,no,no,3.0684,primero_secundaria,soltero/a,186.6364,20771.797,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.793650077642848
Galicia,74,mujer,nivel_moderado,no,no,no,no,2.7731,primero_secundaria,soltero/a,163.6807,5678.2681,insatisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,7.541734351624791
Galicia,13,mujer,nivel_moderado,si,no,no_puede,no,4.6384,primero_secundaria,soltero/a,0.0,0.0,neutral,satisfecho/a,neutral,satisfecho/a,7.844907681502535
Galicia,77,mujer,nivel_bajo,no,no,no,no,1.8716,primaria,casado/a,197.3082,20761.3028,neutral,satisfecho/a,satisfecho/a,satisfecho/a,6.432574633985816
Galicia,51,hombre,nivel_moderado,no,no,si,no,0.9095,segundo_secundaria_profesional_,soltero/a,174.2142,35881.3317,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,8.723519701546886
Galicia,52,hombre,nivel_moderado,no,no,no,si,3.9367,primero_secundaria,casado/a,224.5269,24085.5404,satisfecho/a,neutral,satisfecho/a,satisfecho/a,8.05355917365518
Galicia,21,mujer,nivel_moderado,no,si,no,no,3.2044,primero_secundaria,casado/a,125.5145,33528.3551,muy_insatisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.246733283984921
Galicia,70,hombre,nivel_bajo,si,no,no,no,2.9941,primero_secundaria,soltero/a,154.8005,25441.183,insatisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,6.7262983063839386
Galicia,16,hombre,nivel_moderado,si,no_puede,no,no,5.739,segundo_secundaria_general,soltero/a,210.0427,26916.8091,satisfecho/a,neutral,muy_satisfecho/a,satisfecho/a,7.660060927433726
Galicia,74,mujer,nivel_moderado,no_puede,si,si,si,6.7777,primaria,casado/a,134.5592,21682.6676,satisfecho/a,neutral,neutral,satisfecho/a,8.371494923737089
Galicia,38,mujer,nivel_moderado,no,si,no,no,1.4424,educacion_superior,casado/a,69.5122,13873.9754,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.882694659182471
Galicia,50,hombre,nivel_bajo,no,no,no,no,3.4743,educacion_superior,viudo/a,194.1544,31181.3975,muy_insatisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.360414084471522
Galicia,20,hombre,nivel_bajo,si,si,no,no,4.2065,primero_secundaria,casado/a,180.0809,28794.5024,satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.03417816090574
Galicia,23,mujer,nivel_bajo,si,no,no,no,4.8088,primero_secundaria,casado/a,189.7196,30720.8947,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.517310688273591
Galicia,49,hombre,nivel_bajo,no,no,no,no,5.7464,primero_secundaria,casado/a,143.8781,14016.8012,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.920164273124268
Galicia,79,mujer,nivel_bajo,no,no,si,no,5.0732,primero_secundaria,soltero/a,127.9011,23304.6844,satisfecho/a,muy_insatisfecho/a,satisfecho/a,satisfecho/a,7.706710495698557
Galicia,48,hombre,nivel_bajo,no_puede,no,si,no,1.0308,segundo_secundaria_general,casado/a,110.4498,32216.799,muy_insatisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,7.796458895187635
